,Date,Persian_Date,Open,Low,High,Close
2559,7/26/2020,1399/05/05,"202,940","202,910","203,020","202,950"
2560,7/27/2020,1399/05/06,"202,980","202,910","205,020","204,910"
2561,7/28/2020,1399/05/07,"205,020","204,910","205,020","204,920"
2562,7/29/2020,1399/05/08,"204,930","204,910","205,020","204,990"
2563,7/30/2020,1399/05/09,"207,990","207,910","208,020","208,020"
2564,8/1/2020,1399/05/11,"207,940","207,910","213,020","213,020"
2565,8/2/2020,1399/05/12,"212,940","212,910","217,020","217,020"
2566,8/3/2020,1399/05/13,"217,000","216,910","219,020","218,990"
2567,8/4/2020,1399/05/14,"219,020","218,910","223,020","222,960"
2568,8/5/2020,1399/05/15,"223,020","222,910","227,020","227,020"
2569,8/6/2020,1399/05/16,"229,970","229,910","230,020","230,020"
2570,8/9/2020,1399/05/19,"229,980","217,910","230,020","218,020"
2571,8/10/2020,1399/05/20,"217,960","207,910","218,020","209,910"
2572,8/11/2020,1399/05/21,"209,930","209,910","216,820","216,820"
2573,8/12/2020,1399/05/22,"216,800","216,710","218,020","218,020"
2574,8/13/2020,1399/05/23,"219,520","219,410","220,520","220,500"
2575,8/15/2020,1399/05/25,"220,520","220,410","220,520","220,520"
2576,8/16/2020,1399/05/26,"218,970","218,910","219,020","219,020"
2577,8/17/2020,1399/05/27,"218,970","218,910","224,520","224,490"
2578,8/18/2020,1399/05/28,"224,420","224,410","225,520","225,020"
2579,8/19/2020,1399/05/29,"224,960","223,910","225,020","223,930"
2580,8/20/2020,1399/05/30,"223,950","223,910","225,020","225,020"
2581,8/22/2020,1399/06/01,"224,970","224,910","225,020","225,020"
2582,8/23/2020,1399/06/02,"224,940","224,910","225,020","224,970"
2583,8/24/2020,1399/06/03,"225,020","224,710","225,020","224,820"
2584,8/25/2020,1399/06/04,"224,790","224,710","224,820","224,790"
2585,8/26/2020,1399/06/05,"224,710","224,710","230,020","229,960"
2586,8/27/2020,1399/06/06,"231,020","230,910","231,020","231,020"
2587,8/30/2020,1399/06/09,"230,980","230,910","231,020","230,930"
2588,8/31/2020,1399/06/10,"231,020","230,410","231,520","231,520"
2589,9/1/2020,1399/06/11,"231,430","228,910","234,020","229,000"
2590,9/2/2020,1399/06/12,"229,020","226,910","229,020","226,960"
2591,9/3/2020,1399/06/13,"225,020","224,410","225,020","224,520"
2592,9/5/2020,1399/06/15,"224,450","224,410","224,520","224,520"
2593,9/6/2020,1399/06/16,"224,450","224,410","226,020","226,020"
2594,9/7/2020,1399/06/17,"225,950","225,910","226,020","225,970"
2595,9/8/2020,1399/06/18,"225,920","225,910","227,520","227,520"
2596,9/9/2020,1399/06/19,"227,460","227,410","227,520","227,490"
2597,9/10/2020,1399/06/20,"227,910","227,910","228,020","228,000"
2598,9/12/2020,1399/06/22,"228,020","227,910","231,620","231,570"
2599,9/13/2020,1399/06/23,"231,620","231,510","234,420","234,390"
2600,9/14/2020,1399/06/24,"234,370","234,310","235,920","235,920"
2601,9/15/2020,1399/06/25,"235,850","235,810","266,060","266,020"
2602,9/16/2020,1399/06/26,"265,980","265,950","266,060","265,980"
2603,9/17/2020,1399/06/27,"266,020","265,950","268,560","267,970"
2604,9/19/2020,1399/06/29,"267,990","264,450","268,060","264,480"
2605,9/20/2020,1399/06/30,"264,500","264,450","273,060","272,980"
2606,9/21/2020,1399/06/31,"273,060","268,450","273,060","269,450"
2607,9/22/2020,1399/07/01,"269,480","269,450","272,060","272,030"
2608,9/23/2020,1399/07/02,"271,990","271,950","278,060","277,980"
2609,9/24/2020,1399/07/03,"278,000","277,950","278,060","277,970"
2610,9/26/2020,1399/07/05,"278,030","277,950","287,560","285,060"
2611,9/27/2020,1399/07/06,"285,020","284,950","287,060","287,000"
2612,9/28/2020,1399/07/07,"287,060","286,950","289,560","289,470"
2613,9/29/2020,1399/07/08,"289,450","284,950","289,560","285,020"
2614,9/30/2020,1399/07/09,"285,040","284,950","287,560","287,520"
2615,10/1/2020,1399/07/10,"287,990","287,990","289,060","289,040"
2616,10/3/2020,1399/07/12,"289,030","284,450","289,060","284,490"
2617,10/4/2020,1399/07/13,"284,550","269,950","284,560","269,950"
2618,10/5/2020,1399/07/14,"269,960","269,450","282,060","281,990"
2619,10/6/2020,1399/07/15,"281,970","281,950","292,060","292,000"
2620,10/7/2020,1399/07/16,"291,990","291,950","292,060","292,020"
2621,10/10/2020,1399/07/19,"291,970","291,950","299,560","299,560"
2622,10/11/2020,1399/07/20,"299,480","299,450","311,560","311,450"
2623,10/12/2020,1399/07/21,"311,520","301,950","311,560","303,960"
2624,10/13/2020,1399/07/22,"304,040","303,950","315,060","313,020"
2625,10/14/2020,1399/07/23,"312,990","312,950","315,860","315,000"
2626,10/15/2020,1399/07/24,"317,000","316,950","317,060","317,040"
2627,10/18/2020,1399/07/27,"317,030","316,950","320,060","318,560"
2628,10/19/2020,1399/07/28,"318,450","308,950","318,560","309,030"
2629,10/20/2020,1399/07/29,"308,990","275,450","309,060","275,460"
2630,10/21/2020,1399/07/30,"275,470","274,450","290,860","288,020"
2631,10/22/2020,1399/08/01,"292,780","292,750","294,860","293,750"
2632,10/24/2020,1399/08/03,"293,820","289,950","293,860","290,000"
2633,10/26/2020,1399/08/05,"289,960","279,750","289,990","279,860"
2634,10/27/2020,1399/08/06,"279,770","279,750","285,360","282,250"
2635,10/28/2020,1399/08/07,"282,300","278,450","282,360","278,470"
2636,10/29/2020,1399/08/08,"277,460","277,450","277,560","277,500"
2637,10/31/2020,1399/08/10,"277,260","268,650","277,260","268,720"
2638,11/1/2020,1399/08/11,"268,670","266,950","272,060","272,060"
2639,11/2/2020,1399/08/12,"272,020","271,950","282,460","282,420"
2640,11/4/2020,1399/08/14,"282,370","282,350","289,360","289,270"
2641,11/5/2020,1399/08/15,"268,460","263,450","268,560","263,550"
2642,11/7/2020,1399/08/17,"263,450","244,950","263,450","244,990"
2643,11/8/2020,1399/08/18,"228,900","228,850","235,060","234,990"
2644,11/9/2020,1399/08/19,"234,950","234,950","248,060","247,990"
2645,11/10/2020,1399/08/20,"248,030","247,950","271,060","270,990"
2646,11/11/2020,1399/08/21,"271,040","269,950","271,060","269,990"
2647,11/12/2020,1399/08/22,"269,530","268,450","269,560","268,520"
2648,11/14/2020,1399/08/24,"268,550","267,450","269,560","267,530"
2649,11/15/2020,1399/08/25,"267,480","259,950","267,560","260,030"
2650,11/16/2020,1399/08/26,"260,020","258,950","260,060","258,980"
2651,11/17/2020,1399/08/27,"258,960","258,950","262,060","258,970"
2652,11/18/2020,1399/08/28,"259,020","256,150","259,020","256,220"
2653,11/19/2020,1399/08/29,"256,170","256,150","256,260","256,200"
2654,11/21/2020,1399/09/01,"256,250","256,150","260,560","259,550"
2655,11/22/2020,1399/09/02,"258,470","254,450","258,560","254,530"
2656,11/23/2020,1399/09/03,"256,030","255,450","256,060","255,450"
2657,11/24/2020,1399/09/04,"255,470","250,450","255,560","250,460"
2658,11/25/2020,1399/09/05,"250,490","249,500","250,570","249,500"
2659,11/26/2020,1399/09/06,"248,500","247,460","248,570","247,570"
2660,11/28/2020,1399/09/08,"247,560","247,460","247,570","247,530"
2661,11/29/2020,1399/09/09,"247,560","243,950","247,570","245,510"
2662,11/30/2020,1399/09/10,"245,490","245,460","253,050","250,030"
2663,12/1/2020,1399/09/11,"250,070","245,160","256,270","256,160"
2664,12/2/2020,1399/09/12,"256,190","256,160","256,270","256,230"
2665,12/3/2020,1399/09/13,"254,730","254,640","254,770","254,680"
2666,12/5/2020,1399/09/15,"254,710","254,670","257,050","257,020"
2667,12/6/2020,1399/09/16,"256,950","255,940","257,050","255,950"
2668,12/7/2020,1399/09/17,"256,010","255,940","256,050","255,950"
2669,12/8/2020,1399/09/18,"255,980","255,940","256,050","255,940"
2670,12/9/2020,1399/09/19,"255,970","255,940","259,850","259,770"
2671,12/10/2020,1399/09/20,"261,250","260,640","261,250","260,650"
2672,12/12/2020,1399/09/22,"260,750","259,940","260,750","260,050"
2673,12/13/2020,1399/09/23,"259,960","257,940","260,050","258,040"
2674,12/14/2020,1399/09/24,"257,980","256,940","258,050","256,950"
2675,12/15/2020,1399/09/25,"256,960","256,440","258,550","258,540"
2676,12/16/2020,1399/09/26,"258,480","257,940","259,550","258,030"
2677,12/17/2020,1399/09/27,"258,040","257,940","258,050","258,020"
2678,12/19/2020,1399/09/29,"257,440","254,940","257,550","254,990"
2679,12/20/2020,1399/09/30,"255,050","253,940","255,050","253,960"
2680,12/21/2020,1399/10/01,"253,940","252,940","254,550","254,470"
2681,12/22/2020,1399/10/02,"254,460","254,440","255,250","255,160"
2682,12/23/2020,1399/10/03,"255,250","255,140","257,850","257,850"
2683,12/24/2020,1399/10/04,"257,810","257,740","262,050","258,620"
2684,12/26/2020,1399/10/06,"258,570","257,040","258,650","257,110"
2685,12/27/2020,1399/10/07,"257,120","256,840","257,450","257,430"
2686,12/28/2020,1399/10/08,"257,350","257,340","257,450","257,360"
2687,12/29/2020,1399/10/09,"257,440","256,940","257,450","256,960"
2688,12/30/2020,1399/10/10,"256,980","256,940","257,050","257,040"
2689,12/31/2020,1399/10/11,"257,020","256,940","257,050","257,010"
2690,1/2/2021,1399/10/13,"256,990","256,140","257,050","256,190"
2691,1/3/2021,1399/10/14,"256,160","255,640","256,250","255,670"
2692,1/4/2021,1399/10/15,"255,650","255,640","257,750","257,640"
2693,1/5/2021,1399/10/16,"257,740","257,640","259,050","259,020"
2694,1/6/2021,1399/10/17,"259,030","258,440","259,050","258,540"
2695,1/7/2021,1399/10/18,"257,530","255,440","257,550","255,510"
2696,1/9/2021,1399/10/20,"255,550","248,640","255,550","248,660"
2697,1/10/2021,1399/10/21,"248,690","245,840","248,690","248,520"
2698,1/11/2021,1399/10/22,"248,450","248,440","249,550","248,490"
2699,1/12/2021,1399/10/23,"248,540","248,440","248,550","248,440"
2700,1/13/2021,1399/10/24,"248,520","244,940","248,550","244,980"
2701,1/14/2021,1399/10/25,"242,870","239,440","242,950","239,530"
2702,1/16/2021,1399/10/27,"239,540","229,440","239,540","229,470"
2703,1/18/2021,1399/10/29,"229,550","217,900","229,550","218,010"
2704,1/19/2021,1399/10/30,"215,900","203,860","217,950","217,950"
2705,1/20/2021,1399/11/01,"217,940","217,840","227,550","227,520"
2706,1/21/2021,1399/11/02,"226,510","226,440","226,550","226,550"
2707,1/23/2021,1399/11/04,"226,530","224,240","226,530","224,320"
2708,1/24/2021,1399/11/05,"224,340","224,240","224,350","224,340"
2709,1/25/2021,1399/11/06,"224,250","224,240","229,750","229,660"
2710,1/26/2021,1399/11/07,"229,720","229,140","229,750","229,180"
2711,1/27/2021,1399/11/08,"229,150","229,140","234,150","234,130"
2712,1/28/2021,1399/11/09,"234,070","232,040","234,150","232,110"
2713,1/30/2021,1399/11/11,"232,050","232,040","237,250","237,170"
2714,1/31/2021,1399/11/12,"237,180","237,140","239,250","239,210"
2715,2/1/2021,1399/11/13,"239,170","238,640","239,170","238,720"
2716,2/2/2021,1399/11/14,"238,650","238,640","238,750","238,710"
2717,2/3/2021,1399/11/15,"238,680","237,640","238,750","237,660"
2718,2/4/2021,1399/11/16,"237,500","237,440","237,550","237,470"
2719,2/6/2021,1399/11/18,"237,520","237,440","237,550","237,550"
2720,2/7/2021,1399/11/19,"237,490","236,940","237,550","236,960"
2721,2/8/2021,1399/11/20,"237,050","236,940","237,050","236,940"
2722,2/9/2021,1399/11/21,"238,970","238,940","241,050","241,030"
2723,2/11/2021,1399/11/23,"245,960","245,940","247,050","246,960"
2724,2/13/2021,1399/11/25,"247,040","246,940","249,850","249,810"
2725,2/14/2021,1399/11/26,"249,830","249,740","249,850","249,770"
2726,2/15/2021,1399/11/27,"249,780","249,740","249,850","249,740"
2727,2/16/2021,1399/11/28,"249,820","249,740","249,850","249,740"
2728,2/17/2021,1399/11/29,"249,780","249,740","251,850","251,750"
2729,2/18/2021,1399/11/30,"251,710","251,640","253,620","251,710"
2730,2/20/2021,1399/12/02,"251,750","249,920","252,250","249,990"
2731,2/21/2021,1399/12/03,"249,970","242,400","250,030","242,530"
2732,2/22/2021,1399/12/04,"242,510","241,790","243,750","241,880"
2733,2/23/2021,1399/12/05,"241,810","241,790","246,520","246,420"
2734,2/24/2021,1399/12/06,"246,510","246,410","252,520","248,210"
2735,2/27/2021,1399/12/09,"248,150","248,110","253,720","252,400"
2736,2/28/2021,1399/12/10,"252,430","246,960","252,440","247,050"
2737,3/1/2021,1399/12/11,"247,030","246,960","249,500","247,480"
2738,3/2/2021,1399/12/12,"247,580","244,280","247,590","244,370"
2739,3/3/2021,1399/12/13,"244,330","244,330","247,910","246,680"
2740,3/4/2021,1399/12/14,"246,700","246,530","246,790","246,610"
2741,3/6/2021,1399/12/16,"246,580","242,700","246,770","242,710"
2742,3/7/2021,1399/12/17,"242,800","239,850","242,810","239,900"
2743,3/8/2021,1399/12/18,"239,960","239,850","244,610","243,210"
2744,3/9/2021,1399/12/19,"243,240","241,050","244,280","242,070"
2745,3/10/2021,1399/12/20,"242,100","241,240","242,710","242,420"
2746,3/13/2021,1399/12/23,"242,400","241,770","243,850","241,770"
2747,3/14/2021,1399/12/24,"241,810","239,100","241,880","239,170"
2748,3/15/2021,1399/12/25,"239,200","239,100","239,210","239,170"
2749,3/16/2021,1399/12/26,"239,200","239,100","241,380","240,890"
2750,3/17/2021,1399/12/27,"240,920","240,320","240,950","240,400"
2751,3/18/2021,1399/12/28,"240,410","239,550","240,430","239,630"
2752,3/27/2021,1400/01/07,"239,640","239,550","247,580","247,560"
2753,3/28/2021,1400/01/08,"247,510","247,470","252,350","252,330"
2754,3/30/2021,1400/01/10,"252,340","252,240","257,120","252,540"
2755,3/31/2021,1400/01/11,"252,550","251,990","252,550","252,040"
2756,4/1/2021,1400/01/12,"252,040","251,990","252,100","252,100"
2757,4/3/2021,1400/01/14,"252,010","244,600","252,100","244,650"
2758,4/4/2021,1400/01/15,"244,700","242,630","244,710","242,720"
2759,4/5/2021,1400/01/16,"242,660","242,630","245,310","244,050"
2760,4/6/2021,1400/01/17,"244,100","244,010","247,170","247,110"
2761,4/7/2021,1400/01/18,"247,150","244,620","247,170","244,620"
2762,4/8/2021,1400/01/19,"244,730","244,620","244,730","244,660"
2763,4/10/2021,1400/01/21,"242,890","241,860","243,570","241,880"
2764,4/11/2021,1400/01/22,"241,950","241,860","243,930","242,850"
2765,4/12/2021,1400/01/23,"242,920","242,520","243,740","242,960"
2766,4/13/2021,1400/01/24,"243,020","240,790","243,060","240,900"
2767,4/14/2021,1400/01/25,"240,800","240,790","242,390","242,350"
2768,4/15/2021,1400/01/26,"240,920","239,860","241,010","239,870"
2769,4/17/2021,1400/01/28,"239,930","239,860","240,000","239,930"
2770,4/18/2021,1400/01/29,"239,900","238,750","240,000","238,820"
2771,4/19/2021,1400/01/30,"238,830","238,170","238,860","238,170"
2772,4/20/2021,1400/01/31,"238,190","233,640","238,280","233,740"
2773,4/21/2021,1400/02/01,"233,650","233,640","233,750","233,690"
2774,4/22/2021,1400/02/02,"233,750","233,280","233,750","233,300"
2775,4/24/2021,1400/02/04,"233,350","233,280","233,390","233,370"
2776,4/25/2021,1400/02/05,"233,280","233,280","233,390","233,390"
2777,4/26/2021,1400/02/06,"233,380","232,750","233,390","232,760"
2778,4/27/2021,1400/02/07,"232,770","232,540","234,090","232,610"
2779,4/28/2021,1400/02/08,"232,640","232,310","232,650","232,330"
2780,4/29/2021,1400/02/09,"232,410","232,310","232,420","232,310"
2781,5/1/2021,1400/02/11,"232,340","229,020","232,420","229,100"
2782,5/2/2021,1400/02/12,"229,110","218,380","229,130","218,380"
2783,5/3/2021,1400/02/13,"218,430","217,260","218,490","217,310"
2784,5/5/2021,1400/02/15,"214,080","206,210","214,080","209,450"
2785,5/6/2021,1400/02/16,"206,440","206,370","206,480","206,480"
2786,5/8/2021,1400/02/18,"206,390","206,370","206,480","206,370"
2787,5/9/2021,1400/02/19,"206,450","206,370","207,300","207,260"
2788,5/10/2021,1400/02/20,"207,240","207,190","217,040","216,130"
2789,5/11/2021,1400/02/21,"216,080","216,080","223,410","221,850"
2790,5/12/2021,1400/02/22,"221,860","219,750","221,950","219,750"
2791,5/13/2021,1400/02/23,"219,790","216,130","219,860","216,130"
2792,5/15/2021,1400/02/25,"220,760","220,410","221,880","220,500"
2793,5/16/2021,1400/02/26,"220,520","220,410","224,160","224,140"
2794,5/17/2021,1400/02/27,"224,160","222,140","225,270","222,190"
2795,5/18/2021,1400/02/28,"222,240","222,140","225,380","225,340"
2796,5/19/2021,1400/02/29,"225,270","221,720","225,380","221,790"
2797,5/20/2021,1400/02/30,"223,990","222,930","224,020","223,000"
2798,5/22/2021,1400/03/01,"222,980","222,930","223,550","223,490"
2799,5/23/2021,1400/03/02,"223,440","223,390","223,990","223,510"
2800,5/24/2021,1400/03/03,"223,590","223,490","225,110","224,110"
2801,5/25/2021,1400/03/04,"224,120","223,150","224,430","224,100"
2802,5/26/2021,1400/03/05,"224,190","224,100","225,270","225,160"
2803,5/27/2021,1400/03/06,"225,260","225,170","231,470","231,470"
2804,5/29/2021,1400/03/08,"226,560","226,460","234,660","234,660"
2805,5/30/2021,1400/03/09,"234,640","234,550","238,660","238,570"
2806,5/31/2021,1400/03/10,"238,590","232,950","238,660","234,060"
2807,6/1/2021,1400/03/11,"234,000","233,970","238,660","234,160"
2808,6/2/2021,1400/03/12,"234,060","228,150","234,360","234,240"
2809,6/3/2021,1400/03/13,"234,330","233,900","234,350","234,330"
2810,6/7/2021,1400/03/17,"234,340","234,240","235,960","235,950"
2811,6/8/2021,1400/03/18,"235,890","234,820","235,960","235,490"
2812,6/9/2021,1400/03/19,"235,480","235,440","241,550","241,440"
2813,6/10/2021,1400/03/20,"240,010","239,140","240,450","239,230"
2814,6/12/2021,1400/03/22,"236,830","236,140","238,350","237,750"
2815,6/13/2021,1400/03/23,"238,970","238,940","241,250","241,030"
2816,6/14/2021,1400/03/24,"240,970","238,550","241,050","239,720"
2817,6/15/2021,1400/03/25,"239,970","239,950","240,050","240,490"
2818,6/16/2021,1400/03/26,"240,470","239,450","242,250","241,750"
2819,6/17/2021,1400/03/27,"242,010","241,950","244,640","244,290"
2820,6/19/2021,1400/03/29,"244,490","234,690","244,640","234,890"
2821,6/20/2021,1400/03/30,"234,810","234,690","240,440","239,600"
2822,6/21/2021,1400/03/31,"239,940","239,190","241,440","240,990"
2823,6/22/2021,1400/04/01,"241,190","241,190","243,140","242,670"
2824,6/23/2021,1400/04/02,"243,310","240,790","243,340","241,790"
2825,6/24/2021,1400/04/03,"241,690","241,190","242,440","241,890"
2826,6/26/2021,1400/04/05,"244,500","242,290","245,940","244,540"
2827,6/27/2021,1400/04/06,"243,490","243,490","246,940","246,770"
2828,6/28/2021,1400/04/07,"246,360","246,290","248,640","247,120"
2829,6/29/2021,1400/04/08,"249,000","248,890","252,040","249,650"
2830,6/30/2021,1400/04/09,"250,020","249,990","254,130","254,000"
2831,7/1/2021,1400/04/10,"253,290","250,690","253,440","251,510"
2832,7/3/2021,1400/04/12,"251,600","251,390","253,840","252,360"
2833,7/4/2021,1400/04/13,"254,490","251,090","254,640","251,510"
2834,7/5/2021,1400/04/14,"251,220","249,490","251,340","249,720"
2835,7/6/2021,1400/04/15,"250,990","250,590","251,640","251,090"
2836,7/7/2021,1400/04/16,"250,490","250,010","251,340","250,860"
2837,7/8/2021,1400/04/17,"251,070","249,490","251,140","250,190"
2838,7/10/2021,1400/04/19,"250,340","248,190","250,340","249,490"
2839,7/11/2021,1400/04/20,"249,210","248,790","250,140","249,990"
2840,7/12/2021,1400/04/21,"250,040","249,290","250,140","249,690"
2841,7/13/2021,1400/04/22,"249,740","247,090","249,740","247,590"
2842,7/14/2021,1400/04/23,"247,610","244,990","247,640","246,040"
2843,7/15/2021,1400/04/24,"246,190","246,190","247,940","246,990"
2844,7/17/2021,1400/04/26,"247,610","247,190","248,340","247,290"
2845,7/18/2021,1400/04/27,"246,890","245,190","247,640","245,290"
2846,7/19/2021,1400/04/28,"245,600","244,090","245,640","244,640"
2847,7/20/2021,1400/04/29,"244,820","244,790","245,440","245,190"
2848,7/22/2021,1400/04/31,"246,240","246,190","246,340","246,280"
2849,7/24/2021,1400/05/02,"246,190","246,190","247,340","247,090"
2850,7/25/2021,1400/05/03,"247,490","247,490","249,630","247,790"
2851,7/26/2021,1400/05/04,"248,130","247,890","251,040","250,490"
2852,7/27/2021,1400/05/05,"250,780","250,690","252,340","251,660"
2853,7/28/2021,1400/05/06,"251,800","251,690","256,240","255,990"
2854,7/31/2021,1400/05/09,"260,270","256,990","260,640","257,290"
2855,8/1/2021,1400/05/10,"257,190","254,290","257,640","254,890"
2856,8/2/2021,1400/05/11,"255,690","254,590","256,640","255,190"
2857,8/3/2021,1400/05/12,"255,790","255,690","258,140","257,290"
2858,8/4/2021,1400/05/13,"257,250","254,690","257,340","256,190"
2859,8/5/2021,1400/05/14,"256,490","255,790","256,740","256,190"
2860,8/7/2021,1400/05/16,"254,190","253,990","257,140","256,380"
2861,8/8/2021,1400/05/17,"256,290","252,390","257,440","256,890"
2862,8/9/2021,1400/05/18,"256,340","256,190","259,940","259,090"
2863,8/10/2021,1400/05/19,"258,990","258,990","263,940","263,340"
2864,8/11/2021,1400/05/20,"264,690","263,790","267,640","266,090"
2865,8/12/2021,1400/05/21,"265,890","262,890","266,840","264,290"
2866,8/14/2021,1400/05/23,"263,110","262,590","267,240","263,190"
2867,8/15/2021,1400/05/24,"263,490","263,490","269,540","268,990"
2868,8/16/2021,1400/05/25,"269,110","268,990","269,140","269,070"
2869,8/17/2021,1400/05/26,"269,080","268,990","269,140","268,990"
2870,8/21/2021,1400/05/30,"269,030","268,990","272,500","272,500"
2871,8/22/2021,1400/05/31,"274,500","273,490","275,440","274,490"
2872,8/23/2021,1400/06/01,"274,390","273,690","276,940","276,590"
2873,8/24/2021,1400/06/02,"277,190","275,690","278,940","276,530"
2874,8/25/2021,1400/06/03,"277,530","276,790","280,940","278,490"
2875,8/26/2021,1400/06/04,"279,490","277,890","280,240","278,990"
2876,8/28/2021,1400/06/06,"282,460","281,190","283,740","282,010"
2877,8/29/2021,1400/06/07,"281,890","275,490","282,040","276,080"
2878,8/30/2021,1400/06/08,"273,850","269,350","274,010","270,640"
2879,8/31/2021,1400/06/09,"273,870","272,250","274,310","274,220"
2880,9/1/2021,1400/06/10,"273,310","270,050","273,410","270,350"
2881,9/2/2021,1400/06/11,"270,860","270,850","272,910","272,910"
2882,9/4/2021,1400/06/13,"272,810","270,050","274,110","270,310"
2883,9/5/2021,1400/06/14,"271,110","270,550","272,810","270,680"
2884,9/6/2021,1400/06/15,"271,110","269,660","271,510","271,210"
2885,9/7/2021,1400/06/16,"271,810","270,760","274,010","273,810"
2886,9/8/2021,1400/06/17,"275,120","275,050","277,310","276,810"
2887,9/9/2021,1400/06/18,"276,880","276,350","279,010","278,270"
2888,9/11/2021,1400/06/20,"278,670","276,550","278,810","277,310"
2889,9/12/2021,1400/06/21,"277,210","272,250","277,210","272,510"
2890,9/13/2021,1400/06/22,"270,490","269,050","273,210","273,110"
2891,9/14/2021,1400/06/23,"274,510","273,350","277,310","276,470"
2892,9/15/2021,1400/06/24,"272,210","272,050","274,210","273,210"
2893,9/16/2021,1400/06/25,"273,610","272,150","274,510","274,460"
2894,9/18/2021,1400/06/27,"276,010","273,050","276,410","273,710"
2895,9/19/2021,1400/06/28,"272,850","272,850","275,010","274,650"
2896,9/20/2021,1400/06/29,"274,210","273,350","274,510","274,430"
2897,9/21/2021,1400/06/30,"274,450","273,650","276,310","274,030"
2898,9/22/2021,1400/06/31,"274,610","274,450","276,110","275,210"
2899,9/23/2021,1400/07/01,"275,270","275,050","276,810","276,810"
2900,9/25/2021,1400/07/03,"276,480","274,850","276,810","275,610"
2901,9/26/2021,1400/07/04,"275,390","275,350","276,910","276,810"
2902,9/28/2021,1400/07/06,"277,590","277,550","280,710","280,710"
2903,9/29/2021,1400/07/07,"281,490","281,270","283,210","282,510"
2904,9/30/2021,1400/07/08,"283,160","282,550","284,710","284,710"
2905,10/2/2021,1400/07/10,"282,980","281,150","283,510","282,010"
2906,10/3/2021,1400/07/11,"281,560","279,450","281,610","280,410"
2907,10/4/2021,1400/07/12,"279,950","279,650","281,680","281,360"
2908,10/6/2021,1400/07/14,"281,210","279,100","281,680","279,320"
2909,10/9/2021,1400/07/17,"279,230","275,500","279,380","275,600"
2910,10/10/2021,1400/07/18,"275,620","274,700","276,280","275,810"
2911,10/11/2021,1400/07/19,"275,730","272,610","276,080","273,330"
2912,10/12/2021,1400/07/20,"273,440","269,900","273,680","270,730"
2913,10/13/2021,1400/07/21,"270,670","270,100","272,780","271,560"
2914,10/14/2021,1400/07/22,"272,380","270,400","272,480","270,870"
2915,10/16/2021,1400/07/24,"272,810","271,900","273,280","272,850"
2916,10/17/2021,1400/07/25,"272,840","271,120","272,980","271,820"
2917,10/18/2021,1400/07/26,"271,470","271,100","273,180","272,640"
2918,10/19/2021,1400/07/27,"273,530","273,400","275,380","274,830"
2919,10/20/2021,1400/07/28,"274,060","272,610","274,180","273,080"
2920,10/21/2021,1400/07/29,"273,670","273,500","274,680","274,150"
2921,10/23/2021,1400/08/01,"274,220","274,100","276,080","276,030"
2922,10/25/2021,1400/08/03,"276,530","275,400","276,780","275,620"
2923,10/26/2021,1400/08/04,"275,110","273,900","275,780","275,770"
2924,10/27/2021,1400/08/05,"275,690","275,400","278,080","276,780"
2925,10/28/2021,1400/08/06,"277,020","276,400","277,080","276,570"
2926,10/30/2021,1400/08/08,"276,640","274,100","276,680","276,140"
2927,10/31/2021,1400/08/09,"275,390","274,300","276,080","275,750"
2928,11/1/2021,1400/08/10,"275,980","274,700","276,380","275,070"
2929,11/2/2021,1400/08/11,"275,150","275,100","276,080","276,010"
2930,11/3/2021,1400/08/12,"275,920","275,800","279,280","278,970"
2931,11/4/2021,1400/08/13,"277,280","276,300","277,280","276,510"
2932,11/6/2021,1400/08/15,"277,460","277,300","279,580","278,240"
2933,11/7/2021,1400/08/16,"278,010","277,200","280,080","279,910"
2934,11/8/2021,1400/08/17,"279,840","279,700","281,380","280,240"
2935,11/9/2021,1400/08/18,"280,230","280,200","281,780","281,060"
2936,11/10/2021,1400/08/19,"281,760","281,400","283,880","283,660"
2937,11/11/2021,1400/08/20,"283,180","283,100","284,480","284,240"
2938,11/13/2021,1400/08/22,"284,130","284,100","287,480","286,400"
2939,11/14/2021,1400/08/23,"286,540","284,900","287,480","285,230"
2940,11/15/2021,1400/08/24,"283,520","269,700","283,550","280,280"
2941,11/16/2021,1400/08/25,"279,710","278,930","280,370","279,930"
2942,11/17/2021,1400/08/26,"279,590","278,890","279,740","279,700"
2943,11/18/2021,1400/08/27,"279,440","278,730","279,540","281,400"
2944,11/20/2021,1400/08/29,"280,350","280,030","281,080","280,770"
2945,11/21/2021,1400/08/30,"280,320","280,130","283,400","282,960"
2946,11/22/2021,1400/09/01,"282,530","281,850","284,100","283,870"
2947,11/23/2021,1400/09/02,"284,980","283,850","286,100","286,010"
2948,11/24/2021,1400/09/03,"286,720","286,600","292,600","291,020"
2949,11/25/2021,1400/09/04,"289,400","287,650","289,400","288,080"
2950,11/27/2021,1400/09/06,"286,950","278,070","287,090","282,100"
2951,11/28/2021,1400/09/07,"281,700","273,470","281,700","273,700"
2952,11/29/2021,1400/09/08,"293,500","291,200","293,500","291,200"
2953,11/30/2021,1400/09/09,"288,800","286,550","292,840","289,070"
2954,12/1/2021,1400/09/10,"260,370","260,230","266,270","266,170"
2955,12/2/2021,1400/09/11,"266,930","266,860","273,290","273,240"
2956,12/4/2021,1400/09/13,"273,260","273,130","280,230","279,750"
2957,12/5/2021,1400/09/14,"279,730","278,560","279,770","278,640"
